file_name,caption
train/Devil May Cry 3_ Dante_s Awakening/frame_0064.png,"a screenshot from a video game shows a character standing in front of a white wall, with a black and white cat on the left and a white dog on the right"
train/Devil May Cry 3_ Dante_s Awakening/frame_0066.png,"a screenshot from a video game shows a woman with gray hair wearing a red leather jacket, with a black nose and a face visible in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0067.png,"a screenshot from a video game shows a black handle and a black and brown glove on the left side of the image on the right side, there is a black and red bike with the"
train/Devil May Cry 3_ Dante_s Awakening/frame_0068.png,"a screenshot from a video game shows a person riding a motorcycle, with a black seat visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0069.png,"a screenshot from a video game shows a red boot and a red and black boot in the foreground, with a white wall in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0075.png,"a screenshot from a video game shows a red poster and a purple arrow pointing to the left, with a white and purple arrow pointing to the right"
train/Devil May Cry 3_ Dante_s Awakening/frame_0076.png,"a screenshot from a video game shows a staircase leading up to a building, with a gray stair on the left and a concrete and gray stair on the right"
train/Devil May Cry 3_ Dante_s Awakening/frame_0077.png,"a screenshot from a video game shows a person standing in front of a stone wall, with a dark sky in the background the person ' s extended arm is visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0079.png,"a screenshot from a video game shows a stone building with a metal door and a stone wall in the background, illuminated by an on light"
train/Devil May Cry 3_ Dante_s Awakening/frame_0081.png,"a screenshot from a video game shows a red door in a dark room, illuminated by two lights - one on and one off - and a statue in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0082.png,"a screenshot from a video game shows a man standing in front of a large building, with a bright light shining in the background and a black wing visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0083.png,"a screenshot from a video game shows a large building with an on light in the background, while a person wearing a red coat stands in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0084.png,"a screenshot from a video game shows a building in the background, with a red figure standing in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0086.png,"a screenshot from a video game shows a building with a gray floor and a white statue in the foreground, illuminated by an overhead light a red figure is also visible in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0088.png,"a screenshot from a video game shows a building with a black base and a statue in the foreground, while a black bird perches nearby and a red flower adds a pop of color"
train/Devil May Cry 3_ Dante_s Awakening/frame_0091.png,"a screenshot from a video game shows a wooden bench in a dark room, with a metal leg visible on the left and a shadow cast on the floor on the right"
train/Devil May Cry 3_ Dante_s Awakening/frame_0092.png,"a screenshot from a video game shows a stone building with a red door and a wall in the background, while a red figure stands in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0093.png,"a screenshot from a video game shows a wooden table with a red candle on it, placed in front of a building"
train/Devil May Cry 3_ Dante_s Awakening/frame_0096.png,"a screenshot from a video game shows a building with a green door and a concrete step leading up to it, with a statue in the foreground and a dark reflection visible in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0098.png,a screenshot from a video game shows a building with a blue window and a red - haired person standing in front of it
train/Devil May Cry 3_ Dante_s Awakening/frame_0100.png,"a screenshot from a video game shows a building with a green door and a glass window, illuminated by an on light"
train/Devil May Cry 3_ Dante_s Awakening/frame_0101.png,"a screenshot from a video game shows a cityscape with buildings and a fountain in the foreground, there are several signs, including a white and green sign, a green sign,"
train/Devil May Cry 3_ Dante_s Awakening/frame_0103.png,a screenshot from a video game shows a building with a red door on the left and a tiled floor on the right
train/Devil May Cry 3_ Dante_s Awakening/frame_0104.png,"a screenshot from a video game shows a building in the background, with a red door visible on the left side of the image"
train/Devil May Cry 3_ Dante_s Awakening/frame_0105.png,"a screenshot from a video game shows a character standing in front of a wall, with a red sign in the background the character ' s arm is visible on the left side of the image"
train/Devil May Cry 3_ Dante_s Awakening/frame_0108.png,a screenshot from a video game shows a red wall in the background
train/Devil May Cry 3_ Dante_s Awakening/frame_0110.png,"a screenshot from a video game shows a red figure standing in front of a building, with a tree in the background and a dark shadow cast on the ground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0116.png,"a screenshot from a video game shows a red door and building in the background, with a person wearing a red coat in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0117.png,"a screenshot from a video game shows a black bird perched on a branch, with a black head visible in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0118.png,"a screenshot from a video game shows a red door and a wall in the background, with a red ball in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0119.png,"a screenshot from a video game shows a red door and a wall in the background, with a red bottle on the left"
train/Devil May Cry 3_ Dante_s Awakening/frame_0120.png,"a screenshot from a video game shows a red door in the background, with a black shoe visible on the left side of the image on the right side, there is a wall with the"
train/Devil May Cry 3_ Dante_s Awakening/frame_0122.png,"a screenshot from a video game shows a dark tunnel leading to a white toilet, with an orange handle visible on the left and a wall on the right"
train/Devil May Cry 3_ Dante_s Awakening/frame_0123.png,"a screenshot from a video game shows a wooden wall in the background, with an orange handle visible on the left side of the image on the right side, there are two wings, one"
